listing_id,seller_id,category,product_name,price_eur,stock_qty,is_active,listed_date
LST00041,SEL0246,Sports,Product_00041,153.88,165,0,2023-01-31
LST00042,SEL0461,Beauty,Product_00042,266.18,50,1,2023-05-10
LST00043,SEL0328,Beauty,Product_00043,358.0,168,1,2023-03-08
LST00044,SEL0443,Electronics,Product_00044,463.71,71,1,2023-02-08
LST00045,SEL0379,Sports,Product_00045,335.67,3,1,2023-05-13
LST00046,SEL0280,Home & Garden,Product_00046,482.25,107,1,2023-03-19
LST00047,SEL0415,Sports,Product_00047,137.16,133,0,2023-05-30
LST00048,SEL0080,Home & Garden,Product_00048,198.38,135,0,2023-01-24
LST00049,SEL0023,Sports,Product_00049,108.37,196,1,2023-06-07
LST00050,SEL0460,Fashion,Product_00050,480.14,57,1,2023-06-20
LST00051,SEL0343,Beauty,Product_00051,425.25,36,1,2023-03-12
LST00052,SEL0464,Home & Garden,Product_00052,393.96,131,1,2023-03-23
LST00053,SEL0131,Home & Garden,Product_00053,89.13,107,1,2023-02-28
LST00054,SEL0164,Sports,Product_00054,476.38,53,1,2023-03-14
LST00055,SEL0378,Electronics,Product_00055,405.39,15,1,2023-03-27
LST00056,SEL0417,Sports,Product_00056,406.89,178,1,2023-05-05
LST00057,SEL0373,Electronics,Product_00057,235.57,79,0,2023-02-26
LST00058,SEL0452,Fashion,Product_00058,299.44,25,0,2023-06-13
LST00059,SEL0291,Fashion,Product_00059,85.9,118,1,2023-05-04
LST00060,SEL0408,Electronics,Product_00060,485.47,38,1,2023-06-19
LST00061,SEL0388,Electronics,Product_00061,269.21,186,1,2023-03-25
LST00062,SEL0360,Electronics,Product_00062,212.16,15,1,2023-02-26
LST00063,SEL0301,Fashion,Product_00063,313.43,97,1,2023-02-17
LST00064,SEL0308,Electronics,Product_00064,38.45,148,1,2023-04-25
LST00065,SEL0341,Beauty,Product_00065,324.15,44,0,2023-01-06
LST00066,SEL0078,Sports,Product_00066,270.62,102,1,2023-02-09
LST00067,SEL0071,Fashion,Product_00067,330.42,148,1,2023-03-12
LST00068,SEL0449,Home & Garden,Product_00068,134.78,56,0,2023-06-06
LST00069,SEL0401,Beauty,Product_00069,79.43,132,1,2023-05-24
LST00070,SEL0407,Beauty,Product_00070,177.76,181,1,2023-02-02
LST00071,SEL0444,Sports,Product_00071,279.37,179,1,2023-01-04
LST00072,SEL0014,Sports,Product_00072,465.9,171,1,2023-03-24
LST00073,SEL0014,Sports,Product_00073,439.45,160,1,2023-03-18
LST00074,SEL0089,Beauty,Product_00074,104.14,151,1,2023-06-02
LST00075,SEL0243,Sports,Product_00075,88.69,26,1,2023-03-07
LST00076,SEL0183,Beauty,Product_00076,198.62,185,1,2023-01-19
LST00077,SEL0184,Beauty,Product_00077,227.05,1,1,2023-01-27
LST00078,SEL0473,Fashion,Product_00078,153.38,14,1,2023-02-18
LST00079,SEL0028,Fashion,Product_00079,499.21,121,1,2023-01-26
LST00080,SEL0040,Sports,Product_00080,34.02,185,1,2023-04-18
LST00081,SEL0418,Fashion,Product_00081,361.09,171,1,2023-01-18
LST00082,SEL0186,Electronics,Product_00082,109.32,79,1,2023-05-26
LST00083,SEL0126,Sports,Product_00083,174.42,103,1,2023-01-10
LST00084,SEL0007,Beauty,Product_00084,442.14,182,1,2023-02-17
LST00085,SEL0065,Fashion,Product_00085,44.78,148,1,2023-05-20
LST00086,SEL0206,Fashion,Product_00086,272.49,178,1,2023-02-19
LST00087,SEL0241,Home & Garden,Product_00087,363.1,100,0,2023-06-23
LST00088,SEL0156,Electronics,Product_00088,79.51,10,0,2023-05-01
LST00089,SEL0361,Fashion,Product_00089,478.04,15,1,2023-02-17
LST00090,SEL0159,Electronics,Product_00090,132.02,195,1,2023-01-28
LST00091,SEL0386,Beauty,Product_00091,494.21,2,1,2023-05-31
LST00092,SEL0131,Home & Garden,Product_00092,186.11,4,1,2023-06-01
LST00093,SEL0358,Home & Garden,Product_00093,421.74,127,1,2023-03-21
LST00094,SEL0245,Beauty,Product_00094,434.82,100,1,2023-06-16
LST00095,SEL0043,Home & Garden,Product_00095,86.05,176,1,2023-06-07
LST00096,SEL0387,Home & Garden,Product_00096,153.5,31,1,2023-05-29
LST00097,SEL0071,Fashion,Product_00097,499.38,171,1,2023-05-17
LST00098,SEL0226,Home & Garden,Product_00098,384.16,61,1,2023-04-03
LST00099,SEL0136,Beauty,Product_00099,326.12,5,1,2023-03-02
LST00100,SEL0420,Home & Garden,Product_00100,75.77,98,1,2023-03-28
LST00101,SEL0189,Fashion,Product_00101,291.73,73,1,2023-05-17
LST00102,SEL0255,Beauty,Product_00102,54.45,69,1,2023-05-26
LST00103,SEL0010,Sports,Product_00103,490.83,83,1,2023-04-11
LST00104,SEL0283,Electronics,Product_00104,488.34,62,1,2023-03-12
LST00105,SEL0225,Fashion,Product_00105,71.74,3,1,2023-02-08
LST00106,SEL0234,Electronics,Product_00106,469.51,153,1,2023-04-07
LST00107,SEL0043,Home & Garden,Product_00107,87.15,184,1,2023-02-05
LST00108,SEL0349,Home & Garden,Product_00108,179.27,52,0,2023-06-12
LST00109,SEL0239,Electronics,Product_00109,73.49,135,1,2023-06-29
LST00110,SEL0231,Electronics,Product_00110,447.9,151,1,2023-03-16
LST00111,SEL0338,Home & Garden,Product_00111,448.1,92,1,2023-02-25
LST00112,SEL0123,Beauty,Product_00112,145.53,45,1,2023-03-05
LST00113,SEL0283,Electronics,Product_00113,333.89,64,1,2023-03-18
LST00114,SEL0200,Beauty,Product_00114,251.27,100,1,2023-04-13
LST00115,SEL0330,Fashion,Product_00115,399.68,119,0,2023-02-16
LST00116,SEL0317,Sports,Product_00116,360.1,182,1,2023-06-29
LST00117,SEL0017,Electronics,Product_00117,217.59,35,1,2023-02-10
LST00118,SEL0214,Sports,Product_00118,371.01,166,1,2023-01-29
LST00119,SEL0142,Fashion,Product_00119,426.69,29,1,2023-06-10
LST00120,SEL0330,Fashion,Product_00120,308.26,123,1,2023-04-24
LST00121,SEL0073,Home & Garden,Product_00121,490.22,28,1,2023-02-24
LST00122,SEL0152,Home & Garden,Product_00122,95.34,128,1,2023-06-05
LST00123,SEL0246,Sports,Product_00123,279.87,188,1,2023-05-07
LST00124,SEL0273,Electronics,Product_00124,328.02,65,1,2023-04-03
LST00125,SEL0167,Sports,Product_00125,129.34,154,1,2023-05-14
LST00126,SEL0211,Beauty,Product_00126,461.17,45,1,2023-02-01
LST00127,SEL0046,Electronics,Product_00127,149.82,106,1,2023-01-11
LST00128,SEL0210,Electronics,Product_00128,108.14,47,0,2023-02-20
LST00129,SEL0005,Beauty,Product_00129,242.72,154,0,2023-04-03
LST00130,SEL0491,Fashion,Product_00130,213.11,51,1,2023-03-04
LST00131,SEL0481,Sports,Product_00131,33.96,90,1,2023-05-03
LST00132,SEL0164,Sports,Product_00132,374.63,186,1,2023-06-11
LST00133,SEL0089,Beauty,Product_00133,436.36,81,1,2023-04-24
LST00134,SEL0189,Fashion,Product_00134,278.15,76,1,2023-04-19
LST00135,SEL0050,Beauty,Product_00135,333.28,133,1,2023-06-18
LST00136,SEL0166,Beauty,Product_00136,347.04,83,1,2023-02-08
LST00137,SEL0230,Fashion,Product_00137,100.03,114,0,2023-05-12
LST00138,SEL0138,Beauty,Product_00138,154.85,138,1,2023-05-06
LST00139,SEL0174,Sports,Product_00139,244.7,168,0,2023-06-18
LST00140,SEL0125,Electronics,Product_00140,366.05,97,1,2023-04-29
LST00141,SEL0197,Sports,Product_00141,157.33,62,1,2023-06-07
LST00142,SEL0297,Beauty,Product_00142,416.53,103,1,2023-01-02
LST00143,SEL0053,Home & Garden,Product_00143,189.76,25,1,2023-01-24
LST00144,SEL0105,Home & Garden,Product_00144,388.15,200,1,2023-01-24
LST00145,SEL0262,Electronics,Product_00145,74.07,0,1,2023-02-07
LST00146,SEL0118,Electronics,Product_00146,201.97,31,1,2023-01-17
LST00147,SEL0183,Beauty,Product_00147,422.27,124,1,2023-01-23
LST00148,SEL0098,Beauty,Product_00148,102.56,94,1,2023-01-12
LST00149,SEL0151,Electronics,Product_00149,99.4,120,1,2023-05-24
LST00150,SEL0295,Beauty,Product_00150,38.1,190,1,2023-02-13
LST00151,SEL0254,Beauty,Product_00151,339.71,190,1,2023-04-23
LST00152,SEL0494,Beauty,Product_00152,419.25,55,0,2023-02-16
LST00153,SEL0140,Home & Garden,Product_00153,303.3,77,1,2023-03-01
LST00154,SEL0265,Home & Garden,Product_00154,296.05,97,1,2023-04-11
LST00155,SEL0340,Home & Garden,Product_00155,88.19,69,1,2023-01-05
LST00156,SEL0145,Sports,Product_00156,137.88,88,1,2023-06-09
LST00157,SEL0378,Electronics,Product_00157,267.12,176,0,2023-02-20
LST00158,SEL0104,Beauty,Product_00158,161.96,32,1,2023-01-20
LST00159,SEL0220,Fashion,Product_00159,493.38,139,1,2023-01-03
LST00160,SEL0085,Beauty,Product_00160,103.51,105,1,2023-06-15
LST00161,SEL0348,Home & Garden,Product_00161,404.22,84,1,2023-03-14
LST00162,SEL0068,Beauty,Product_00162,144.14,168,1,2023-04-04
LST00163,SEL0146,Home & Garden,Product_00163,331.31,145,1,2023-02-21
LST00164,SEL0176,Sports,Product_00164,163.5,105,1,2023-01-26
LST00165,SEL0377,Sports,Product_00165,142.14,97,1,2023-02-24
LST00166,SEL0488,Home & Garden,Product_00166,322.41,181,1,2023-06-15
LST00167,SEL0363,Sports,Product_00167,86.97,96,1,2023-06-22
LST00168,SEL0055,Sports,Product_00168,173.07,22,1,2023-03-08
LST00169,SEL0133,Beauty,Product_00169,109.44,45,1,2023-05-10
LST00170,SEL0437,Home & Garden,Product_00170,283.85,113,1,2023-03-12
LST00171,SEL0117,Fashion,Product_00171,301.0,175,1,2023-03-14
LST00172,SEL0296,Electronics,Product_00172,314.59,51,0,2023-01-01
LST00173,SEL0108,Beauty,Product_00173,437.77,61,1,2023-01-19
LST00174,SEL0330,Fashion,Product_00174,281.99,110,1,2023-04-21
LST00175,SEL0500,Beauty,Product_00175,25.16,116,1,2023-04-07
LST00176,SEL0370,Beauty,Product_00176,11.35,184,1,2023-04-27
LST00177,SEL0050,Beauty,Product_00177,132.9,50,1,2023-01-26
LST00178,SEL0171,Home & Garden,Product_00178,413.86,127,1,2023-02-18
LST00179,SEL0071,Fashion,Product_00179,478.56,134,1,2023-06-28
LST00180,SEL0073,Home & Garden,Product_00180,91.13,182,1,2023-06-27
LST00181,SEL0061,Fashion,Product_00181,451.27,81,1,2023-03-29
LST00182,SEL0167,Sports,Product_00182,120.93,29,1,2023-02-15
LST00183,SEL0010,Sports,Product_00183,59.52,162,1,2023-02-21
LST00184,SEL0137,Fashion,Product_00184,55.91,200,1,2023-01-17
LST00185,SEL0185,Electronics,Product_00185,159.79,11,1,2023-06-10
LST00186,SEL0207,Electronics,Product_00186,133.36,29,1,2023-02-02
LST00187,SEL0135,Home & Garden,Product_00187,249.97,60,1,2023-05-10
LST00188,SEL0173,Home & Garden,Product_00188,467.01,142,1,2023-02-19
LST00189,SEL0268,Home & Garden,Product_00189,315.99,16,1,2023-05-21
LST00190,SEL0443,Electronics,Product_00190,406.5,160,1,2023-05-06
LST00191,SEL0148,Beauty,Product_00191,280.96,55,1,2023-04-04
LST00192,SEL0167,Sports,Product_00192,266.65,183,1,2023-01-01
LST00193,SEL0213,Beauty,Product_00193,435.7,141,1,2023-04-29
LST00194,SEL0478,Sports,Product_00194,410.54,180,1,2023-01-03
LST00195,SEL0146,Home & Garden,Product_00195,83.23,125,1,2023-03-15
LST00196,SEL0059,Sports,Product_00196,492.14,85,1,2023-04-05
LST00197,SEL0185,Electronics,Product_00197,225.95,188,1,2023-03-28
LST00198,SEL0404,Home & Garden,Product_00198,357.64,42,1,2023-03-13
LST00199,SEL0344,Home & Garden,Product_00199,286.67,45,1,2023-02-15
LST00200,SEL0283,Electronics,Product_00200,340.66,102,1,2023-06-09
LST00201,SEL0481,Sports,Product_00201,231.66,175,1,2023-05-31
LST00202,SEL0087,Sports,Product_00202,70.99,70,1,2023-05-26
LST00203,SEL0098,Beauty,Product_00203,412.23,52,1,2023-05-24
LST00204,SEL0271,Sports,Product_00204,226.53,77,1,2023-06-19
LST00205,SEL0160,Electronics,Product_00205,60.97,176,0,2023-04-24
LST00206,SEL0029,Fashion,Product_00206,294.63,181,1,2023-06-06
LST00207,SEL0363,Sports,Product_00207,474.24,190,1,2023-04-24
LST00208,SEL0239,Electronics,Product_00208,278.39,53,1,2023-01-23
LST00209,SEL0166,Beauty,Product_00209,195.76,169,1,2023-06-21
LST00210,SEL0467,Fashion,Product_00210,212.16,37,0,2023-01-20
LST00211,SEL0092,Fashion,Product_00211,400.48,72,1,2023-03-12
LST00212,SEL0316,Beauty,Product_00212,209.33,44,1,2023-04-09
LST00213,SEL0061,Fashion,Product_00213,210.11,42,1,2023-01-30
LST00214,SEL0384,Beauty,Product_00214,320.93,115,1,2023-02-13
LST00215,SEL0181,Home & Garden,Product_00215,330.07,95,1,2023-02-02
LST00216,SEL0078,Sports,Product_00216,286.89,180,1,2023-04-11
LST00217,SEL0136,Beauty,Product_00217,424.9,135,1,2023-03-07
LST00218,SEL0414,Sports,Product_00218,36.03,73,1,2023-03-31
LST00219,SEL0297,Beauty,Product_00219,403.89,178,1,2023-02-22
LST00220,SEL0176,Sports,Product_00220,273.37,49,1,2023-04-01
LST00221,SEL0430,Beauty,Product_00221,389.22,28,1,2023-06-15
LST00222,SEL0179,Home & Garden,Product_00222,15.45,83,1,2023-04-09
LST00223,SEL0482,Home & Garden,Product_00223,57.11,188,1,2023-03-22
LST00224,SEL0478,Sports,Product_00224,297.28,89,1,2023-02-20
LST00225,SEL0370,Beauty,Product_00225,5.17,78,1,2023-03-27
LST00226,SEL0223,Electronics,Product_00226,267.74,103,1,2023-05-19
LST00227,SEL0053,Home & Garden,Product_00227,366.8,4,1,2023-02-02
LST00228,SEL0206,Fashion,Product_00228,306.65,65,1,2023-02-20
LST00229,SEL0079,Beauty,Product_00229,147.64,97,1,2023-02-22
LST00230,SEL0391,Beauty,Product_00230,221.21,113,1,2023-05-04
LST00231,SEL0375,Fashion,Product_00231,307.19,32,1,2023-03-14
LST00232,SEL0182,Home & Garden,Product_00232,263.06,118,1,2023-01-14
LST00233,SEL0479,Home & Garden,Product_00233,237.88,40,1,2023-01-09
LST00234,SEL0309,Fashion,Product_00234,418.56,171,1,2023-01-01
LST00235,SEL0081,Fashion,Product_00235,16.24,29,1,2023-05-27
LST00236,SEL0485,Home & Garden,Product_00236,422.39,98,0,2023-03-29
LST00237,SEL0105,Home & Garden,Product_00237,397.72,177,1,2023-05-06
LST00238,SEL0065,Fashion,Product_00238,446.71,11,1,2023-03-28
LST00239,SEL0356,Sports,Product_00239,82.61,30,1,2023-04-13
LST00240,SEL0180,Sports,Product_00240,499.49,148,1,2023-01-23
LST00241,SEL0403,Sports,Product_00241,87.04,80,1,2023-04-27
LST00242,SEL0143,Sports,Product_00242,444.96,46,1,2023-04-24
LST00243,SEL0040,Sports,Product_00243,471.38,140,1,2023-03-28
LST00244,SEL0450,Sports,Product_00244,227.95,195,1,2023-03-11
LST00245,SEL0379,Sports,Product_00245,453.47,13,1,2023-03-21
LST00246,SEL0105,Home & Garden,Product_00246,285.92,135,1,2023-06-20
LST00247,SEL0212,Fashion,Product_00247,220.2,3,1,2023-03-03
LST00248,SEL0378,Electronics,Product_00248,311.71,191,1,2023-06-24
LST00249,SEL0160,Electronics,Product_00249,434.93,73,1,2023-02-16
LST00250,SEL0099,Home & Garden,Product_00250,217.43,70,1,2023-06-01
LST00251,SEL0249,Beauty,Product_00251,232.19,35,1,2023-02-27
LST00252,SEL0107,Beauty,Product_00252,457.44,165,1,2023-05-14
LST00253,SEL0059,Sports,Product_00253,57.24,200,1,2023-04-29
LST00254,SEL0134,Electronics,Product_00254,56.39,110,1,2023-04-14
LST00255,SEL0012,Sports,Product_00255,87.85,26,0,2023-01-09
LST00256,SEL0176,Sports,Product_00256,166.82,36,1,2023-02-08
LST00257,SEL0144,Electronics,Product_00257,48.55,93,0,2023-05-18
LST00258,SEL0052,Fashion,Product_00258,303.55,131,1,2023-04-04
LST00259,SEL0120,Home & Garden,Product_00259,164.6,87,1,2023-02-11
LST00260,SEL0379,Sports,Product_00260,217.14,124,0,2023-01-29
LST00261,SEL0319,Home & Garden,Product_00261,46.6,138,1,2023-05-19
LST00262,SEL0147,Sports,Product_00262,403.13,51,1,2023-02-23
LST00263,SEL0447,Beauty,Product_00263,198.69,55,1,2023-01-07
LST00264,SEL0096,Sports,Product_00264,471.29,153,1,2023-03-06
LST00265,SEL0465,Home & Garden,Product_00265,283.32,157,0,2023-03-21
LST00266,SEL0027,Home & Garden,Product_00266,406.42,140,0,2023-02-03
LST00267,SEL0260,Home & Garden,Product_00267,454.33,177,1,2023-06-09
LST00268,SEL0480,Fashion,Product_00268,375.43,144,1,2023-01-15
LST00269,SEL0130,Electronics,Product_00269,89.28,171,0,2023-05-31
LST00270,SEL0275,Fashion,Product_00270,309.59,134,1,2023-06-13
LST00271,SEL0362,Beauty,Product_00271,355.44,93,1,2023-03-09
LST00272,SEL0277,Beauty,Product_00272,461.21,85,1,2023-04-10
LST00273,SEL0186,Electronics,Product_00273,376.67,18,1,2023-03-09
LST00274,SEL0168,Beauty,Product_00274,100.52,165,1,2023-04-04
LST00275,SEL0337,Beauty,Product_00275,333.97,196,1,2023-06-18
LST00276,SEL0124,Electronics,Product_00276,13.12,71,1,2023-06-25
LST00277,SEL0118,Electronics,Product_00277,7.76,121,1,2023-01-28
LST00278,SEL0121,Home & Garden,Product_00278,260.16,140,1,2023-03-03
LST00279,SEL0464,Home & Garden,Product_00279,86.78,192,1,2023-03-09
LST00280,SEL0440,Home & Garden,Product_00280,224.82,144,1,2023-03-15
LST00281,SEL0140,Home & Garden,Product_00281,183.3,45,1,2023-06-17
LST00282,SEL0395,Fashion,Product_00282,304.22,133,0,2023-02-05
LST00283,SEL0248,Home & Garden,Product_00283,417.31,120,1,2023-01-27
LST00284,SEL0106,Beauty,Product_00284,194.77,86,1,2023-06-21
LST00285,SEL0221,Home & Garden,Product_00285,178.16,43,1,2023-01-27
LST00286,SEL0393,Home & Garden,Product_00286,33.83,58,1,2023-01-23
LST00287,SEL0147,Sports,Product_00287,23.1,47,1,2023-04-11
LST00288,SEL0077,Beauty,Product_00288,324.5,58,1,2023-06-02
LST00289,SEL0182,Home & Garden,Product_00289,154.52,142,1,2023-01-30
LST00290,SEL0162,Home & Garden,Product_00290,42.53,92,1,2023-04-22
LST00291,SEL0085,Beauty,Product_00291,141.73,25,1,2023-03-31
LST00292,SEL0484,Sports,Product_00292,288.11,161,1,2023-05-16
LST00293,SEL0098,Beauty,Product_00293,494.71,149,1,2023-04-12
LST00294,SEL0215,Beauty,Product_00294,232.3,63,1,2023-06-03
LST00295,SEL0365,Sports,Product_00295,201.88,54,1,2023-06-14
LST00296,SEL0052,Fashion,Product_00296,224.83,33,1,2023-02-24
LST00297,SEL0273,Electronics,Product_00297,241.54,62,1,2023-01-23
LST00298,SEL0175,Fashion,Product_00298,275.53,184,0,2023-02-20
LST00299,SEL0149,Home & Garden,Product_00299,19.96,176,1,2023-04-15
LST00300,SEL0161,Electronics,Product_00300,394.03,107,1,2023-04-28
LST00301,SEL0181,Home & Garden,Product_00301,138.72,169,0,2023-02-11
LST00302,SEL0460,Fashion,Product_00302,239.07,168,0,2023-05-15
LST00303,SEL0445,Fashion,Product_00303,410.82,41,0,2023-01-06
LST00304,SEL0058,Home & Garden,Product_00304,382.22,200,1,2023-03-03
LST00305,SEL0335,Fashion,Product_00305,163.08,73,1,2023-06-08
LST00306,SEL0290,Fashion,Product_00306,456.7,52,1,2023-05-15
LST00307,SEL0468,Home & Garden,Product_00307,469.83,25,1,2023-03-20
LST00308,SEL0359,Home & Garden,Product_00308,318.58,117,1,2023-05-15
LST00309,SEL0475,Home & Garden,Product_00309,464.68,74,1,2023-05-12
LST00310,SEL0042,Electronics,Product_00310,219.62,91,1,2023-03-13
LST00311,SEL0093,Beauty,Product_00311,165.9,80,0,2023-03-27
LST00312,SEL0128,Electronics,Product_00312,301.71,160,1,2023-06-15
LST00313,SEL0091,Fashion,Product_00313,141.9,49,1,2023-06-28
LST00314,SEL0362,Beauty,Product_00314,377.69,123,1,2023-02-09
LST00315,SEL0074,Electronics,Product_00315,301.12,144,1,2023-04-27
LST00316,SEL0141,Fashion,Product_00316,122.07,197,0,2023-03-28
LST00317,SEL0025,Home & Garden,Product_00317,76.03,65,1,2023-06-28
LST00318,SEL0411,Fashion,Product_00318,178.59,130,1,2023-06-13
LST00319,SEL0336,Fashion,Product_00319,466.24,78,1,2023-05-28
LST00320,SEL0077,Beauty,Product_00320,173.44,162,1,2023-06-13
LST00321,SEL0266,Electronics,Product_00321,435.38,7,1,2023-01-25
LST00322,SEL0344,Home & Garden,Product_00322,406.71,44,1,2023-06-14
LST00323,SEL0430,Beauty,Product_00323,353.33,119,1,2023-03-23
LST00324,SEL0173,Home & Garden,Product_00324,132.75,120,1,2023-06-19
LST00325,SEL0322,Electronics,Product_00325,405.06,143,1,2023-01-22
LST00326,SEL0194,Fashion,Product_00326,380.65,200,1,2023-01-06
LST00327,SEL0021,Home & Garden,Product_00327,428.34,24,1,2023-01-15
LST00328,SEL0081,Fashion,Product_00328,145.97,77,1,2023-03-05
LST00329,SEL0045,Fashion,Product_00329,429.23,172,1,2023-04-20
LST00330,SEL0177,Fashion,Product_00330,178.59,97,1,2023-03-13
LST00331,SEL0439,Home & Garden,Product_00331,333.59,102,1,2023-03-28
LST00332,SEL0034,Sports,Product_00332,333.13,64,1,2023-04-07
LST00333,SEL0444,Sports,Product_00333,263.0,21,1,2023-03-01
LST00334,SEL0477,Sports,Product_00334,427.27,79,1,2023-03-07
LST00335,SEL0342,Electronics,Product_00335,56.61,19,1,2023-03-16
LST00336,SEL0369,Electronics,Product_00336,34.72,44,1,2023-03-24
LST00337,SEL0254,Beauty,Product_00337,192.22,195,1,2023-03-16
LST00338,SEL0119,Beauty,Product_00338,432.72,49,0,2023-05-12
LST00339,SEL0413,Sports,Product_00339,12.11,161,1,2023-04-21
LST00340,SEL0301,Fashion,Product_00340,216.56,63,0,2023-02-09
LST00341,SEL0163,Beauty,Product_00341,438.91,37,1,2023-06-03
LST00342,SEL0063,Electronics,Product_00342,253.72,86,1,2023-02-07
LST00343,SEL0262,Electronics,Product_00343,413.62,9,1,2023-03-13
LST00344,SEL0473,Fashion,Product_00344,23.82,181,1,2023-03-20
LST00345,SEL0409,Beauty,Product_00345,211.97,42,1,2023-06-12
LST00346,SEL0418,Fashion,Product_00346,366.57,10,1,2023-04-22
LST00347,SEL0348,Home & Garden,Product_00347,167.1,154,0,2023-01-04
LST00348,SEL0328,Beauty,Product_00348,323.32,172,1,2023-04-25
LST00349,SEL0411,Fashion,Product_00349,493.46,93,1,2023-06-09
LST00350,SEL0484,Sports,Product_00350,224.33,161,1,2023-05-11
LST00351,SEL0117,Fashion,Product_00351,37.41,168,1,2023-02-06
LST00352,SEL0332,Electronics,Product_00352,113.23,35,1,2023-06-30
LST00353,SEL0110,Beauty,Product_00353,305.95,187,1,2023-04-04
LST00354,SEL0228,Sports,Product_00354,356.7,33,0,2023-04-18
LST00355,SEL0332,Electronics,Product_00355,195.24,177,1,2023-03-10
LST00356,SEL0415,Sports,Product_00356,301.52,53,1,2023-04-04
LST00357,SEL0244,Electronics,Product_00357,496.43,24,1,2023-01-10
LST00358,SEL0100,Electronics,Product_00358,447.64,36,1,2023-04-14
LST00359,SEL0407,Beauty,Product_00359,119.31,26,1,2023-02-07
LST00360,SEL0180,Sports,Product_00360,102.41,124,1,2023-01-24
LST00361,SEL0029,Fashion,Product_00361,173.78,31,1,2023-02-18
LST00362,SEL0113,Sports,Product_00362,314.07,105,1,2023-01-26
LST00363,SEL0083,Home & Garden,Product_00363,494.76,14,1,2023-03-13
LST00364,SEL0273,Electronics,Product_00364,237.56,183,1,2023-06-01
LST00365,SEL0154,Electronics,Product_00365,132.76,119,1,2023-03-17
LST00366,SEL0123,Beauty,Product_00366,222.98,164,1,2023-03-14
LST00367,SEL0360,Electronics,Product_00367,124.38,125,1,2023-05-12
LST00368,SEL0139,Electronics,Product_00368,168.58,164,1,2023-03-24
LST00369,SEL0052,Fashion,Product_00369,18.82,46,1,2023-06-27
LST00370,SEL0143,Sports,Product_00370,263.75,54,1,2023-05-03
LST00371,SEL0181,Home & Garden,Product_00371,316.38,184,1,2023-04-11
LST00372,SEL0425,Beauty,Product_00372,16.88,68,1,2023-06-06
LST00373,SEL0195,Sports,Product_00373,320.73,82,1,2023-03-22
LST00374,SEL0394,Fashion,Product_00374,496.04,158,1,2023-01-07
